Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF5080102,RDF50801,Communication technology and digital media studies,This subclass comprises research and experimental development in communication technology and digital media studies.
4,Subclass (Field),RDF5080103,RDF50801,International and development communication,This subclass comprises research and experimental development in international and development communication.
4,Subclass (Field),RDF5080104,RDF50801,Media studies (except social media and digital media),This subclass comprises research and experimental development in media studies (except social media and digital media).
4,Subclass (Field),RDF5080105,RDF50801,"Organizational, interpersonal and intercultural communication","This subclass comprises research and experimental development in organizational, interpersonal and intercultural communication."
4,Subclass (Field),RDF5080106,RDF50801,Social media studies,This subclass comprises research and experimental development in social media studies.
4,Subclass (Field),RDF5080107,RDF50801,Public relations studies,This subclass comprises research and experimental development in public relations studies.
4,Subclass (Field),RDF5080108,RDF50801,Political communication studies,This subclass comprises research and experimental development in political communication studies.
4,Subclass (Field),RDF5080199,RDF50801,"Communication and media studies, n.e.c.","This subclass comprises research and experimental development in communication and media studies, n.e.c."
3,Class,RDF50802,RDF508,"Film, television and digital media","This class comprises research and experimental development in film, television and digital media."
4,Subclass (Field),RDF5080201,RDF50802,Cinema studies,This subclass comprises research and experimental development in cinema studies.
4,Subclass (Field),RDF5080202,RDF50802,Television studies,This subclass comprises research and experimental development in television studies.
4,Subclass (Field),RDF5080203,RDF50802,Interactive media studies,This subclass comprises research and experimental development in interactive media studies.
4,Subclass (Field),RDF5080204,RDF50802,Computer gaming and animation studies,This subclass comprises research and experimental development in computer gaming and animation studies.
4,Subclass (Field),RDF5080299,RDF50802,"Film, television and digital media, n.e.c.","This subclass comprises research and experimental development in film, television and digital media, n.e.c."
3,Class,RDF50803,RDF508,Journalism and professional writing,This class comprises research and experimental development in journalism and professional writing.
4,Subclass (Field),RDF5080301,RDF50803,Journalism studies,This subclass comprises research and experimental development in journalism studies.
4,Subclass (Field),RDF5080302,RDF50803,Rhetoric and writing studies,This subclass comprises research and experimental development in rhetoric and writing studies.
4,Subclass (Field),RDF5080303,RDF50803,Professional writing,This subclass comprises research and experimental development in professional writing.
4,Subclass (Field),RDF5080304,RDF50803,Technical writing,This subclass comprises research and experimental development in technical writing.
4,Subclass (Field),RDF5080399,RDF50803,"Journalism and professional writing, n.e.c.","This subclass comprises research and experimental development in journalism and professional writing, n.e.c."
3,Class,RDF50899,RDF508,Other media and communication,This class comprises research and experimental development in other media and communication.
4,Subclass (Field),RDF5089999,RDF50899,Other media and communication,"This subclass comprises research and experimental development in other media and communication, n.e.c."
2,Group,RDF509,RDF50,Other social sciences,This group comprises research and experimental development in other social sciences.
3,Class,RDF50901,RDF509,Anthropology,This class comprises research and experimental development in anthropology.
4,Subclass (Field),RDF5090101,RDF50901,Developmental anthropology,This subclass comprises research and experimental development in developmental anthropology.
4,Subclass (Field),RDF5090102,RDF50901,Biological (physical) anthropology,This subclass comprises research and experimental development in biological (physical) anthropology.
4,Subclass (Field),RDF5090103,RDF50901,Linguistic anthropology,This subclass comprises research and experimental development in linguistic anthropology.
4,Subclass (Field),RDF5090104,RDF50901,Social and cultural anthropology,This subclass comprises research and experimental development in social and cultural anthropology.
4,Subclass (Field),RDF5090105,RDF50901,Medical anthropology,This subclass comprises research and experimental development in medical anthropology.
4,Subclass (Field),RDF5090106,RDF50901,Anthropology of sex and gender,This subclass comprises research and experimental development in anthropology of sex and gender.
4,Subclass (Field),RDF5090199,RDF50901,"Anthropology, n.e.c.","This subclass comprises research and experimental development in anthropology, n.e.c."
3,Class,RDF50902,RDF509,Criminology,This class comprises research and experimental development in criminology.
4,Subclass (Field),RDF5090201,RDF50902,Causes and prevention of crime,This subclass comprises research and experimental development in causes and prevention of crime.
4,Subclass (Field),RDF5090202,RDF50902,"Correctional theory, offender treatment and rehabilitation","This subclass comprises research and experimental development in correctional theory, offender treatment and rehabilitation."
4,Subclass (Field),RDF5090203,RDF50902,Courts and sentencing,This subclass comprises research and experimental development in courts and sentencing.
4,Subclass (Field),RDF5090204,RDF50902,Criminological theories,This subclass comprises research and experimental development in criminological theories.
4,Subclass (Field),RDF5090205,RDF50902,"Police administration, procedures and practice","This subclass comprises research and experimental development in police administration, procedures and practice."
4,Subclass (Field),RDF5090206,RDF50902,Private policing and security services,This subclass comprises research and experimental development in private policing and security services.
4,Subclass (Field),RDF5090207,RDF50902,Juvenile delinquency,This subclass comprises research and experimental development in juvenile delinquency.
4,Subclass (Field),RDF5090208,RDF50902,Cybercrime,This subclass comprises research and experimental development in cybercrime.
4,Subclass (Field),RDF5090299,RDF50902,"Criminology, n.e.c.","This subclass comprises research and experimental development in criminology, n.e.c."
3,Class,RDF50903,RDF509,Demography,This class comprises research and experimental development in demography.
4,Subclass (Field),RDF5090301,RDF50903,Family and household demographic studies,This subclass comprises research and experimental development in family and household demographic studies.
4,Subclass (Field),RDF5090302,RDF50903,Fertility,This subclass comprises research and experimental development in fertility.
